,Reaction,ModelSEED_id,MetaNetX,KEGG_id,ecNumber,Substrates,Substrate Name,Substrate SMILE
115,3OAR180,rxn05461,MNXR27735,,1.1.1.100,"['3ooctdACP[c]', 'h[c]', 'nadph[c]']","['3-Oxooctadecanoyl-[acyl-carrier protein]', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
116,3OAR40,rxn05339,MNXR74285,,1.1.1.100,"['actACP[c]', 'h[c]', 'nadph[c]']","['Acetoacetyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
117,3OAR4M5,rxn05410,MNXR27684,,1.1.1.100,"['4m3opentACP[c]', 'h[c]', 'nadph[c]']","['4-methyl-3-oxo-pentanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
118,3OAR4M6,rxn05360,MNXR27634,,1.1.1.100,"['4m3ohexACP[c]', 'h[c]', 'nadph[c]']","['4-methyl-3-oxo-hexanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
119,3OAR5M6,rxn05385,MNXR27659,,1.1.1.100,"['5m3ohexACP[c]', 'h[c]', 'nadph[c]']","['5-methyl-3-oxo-hexanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
120,3OAR60,rxn05337,MNXR68190,,1.1.1.100,"['3ohexACP[c]', 'h[c]', 'nadph[c]']","['3-Oxohexanoyl-[acyl-carrier protein]', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
121,3OAR6M7,rxn05414,MNXR27688,,1.1.1.100,"['6m3oheptACP[c]', 'h[c]', 'nadph[c]']","['6-methyl-3-oxo-heptanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
122,3OAR6M8,rxn05364,MNXR27638,,1.1.1.100,"['6m3oocACP[c]', 'h[c]', 'nadph[c]']","['6-methyl-3-oxo-octanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
123,3OAR7M8,rxn05389,MNXR27663,,1.1.1.100,"['7m3oocACP[c]', 'h[c]', 'nadph[c]']","['7-methyl-3-oxo-octanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
124,3OAR80,rxn05341,MNXR68191,,1.1.1.100,"['3ooctACP[c]', 'h[c]', 'nadph[c]']","['3-Oxooctanoyl-[acyl-carrier protein]', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
125,3OAR8M10,rxn05368,MNXR27642,,1.1.1.100,"['8m3odcaACP[c]', 'h[c]', 'nadph[c]']","['8-methyl-3-oxo-decanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
126,3OAR8M9,rxn05418,MNXR27692,,1.1.1.100,"['8m3ononACP[c]', 'h[c]', 'nadph[c]']","['8-methyl-3-oxo-nonanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
127,3OAR9M10,rxn05393,MNXR27667,,1.1.1.100,"['9m3odcaACP[c]', 'h[c]', 'nadph[c]']","['9-methyl-3-oxo-decanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
128,3OAS100,rxn05343,MNXR81380,,2.3.1.41,"['h[c]', 'malACP[c]', 'ocACP[c]']","['proton', 'Malonyl-[acyl-carrier protein]', 'Octanoyl-ACP (n-C8:0ACP)']","['[H+]', None, None]"
129,3OAS10M11,rxn05425,MNXR47572,,2.3.1.41,"['10mundecACP[c]', 'h[c]', 'malACP[c]']","['10-methyl-undecanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
130,3OAS10M12,rxn05375,MNXR47558,,2.3.1.41,"['10mddcaACP[c]', 'h[c]', 'malACP[c]']","['10-methyl-dodecanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
131,3OAS11M12,rxn05400,MNXR47565,,2.3.1.41,"['11mddcaACP[c]', 'h[c]', 'malACP[c]']","['11-methyl-dodecanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
132,3OAS120,rxn05348,MNXR81381,,2.3.1.41,"['dcaACP[c]', 'h[c]', 'malACP[c]']","['Decanoyl-ACP (n-C10:0ACP)', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
133,3OAS12M13,rxn05429,MNXR47573,,2.3.1.41,"['12mtridecACP[c]', 'h[c]', 'malACP[c]']","['12-methyl-tridecanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
134,3OAS12M14,rxn05379,MNXR47559,,2.3.1.41,"['12mmyrsACP[c]', 'h[c]', 'malACP[c]']","['12-methyl-tetra-decanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
135,3OAS13M14,rxn05404,MNXR47566,,2.3.1.41,"['13mmyrsACP[c]', 'h[c]', 'malACP[c]']","['13-methyl-tetra-decanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
136,3OAS140,rxn05345,MNXR81382,,2.3.1.41,"['ddcaACP[c]', 'h[c]', 'malACP[c]']","['Dodecanoyl-ACP (n-C12:0ACP)', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
137,3OAS160,rxn05344,MNXR81383,,2.3.1.41,"['h[c]', 'malACP[c]', 'myrsACP[c]']","['proton', 'Malonyl-[acyl-carrier protein]', 'Myristoyl-ACP (n-C14:0ACP)']","['[H+]', None, None]"
138,3OAS180,rxn05460,MNXR79893,,2.3.1.41,"['h[c]', 'malACP[c]', 'palmACP[c]']","['proton', 'Malonyl-[acyl-carrier protein]', 'Palmitoyl-ACP (n-C16:0ACP)']","['[H+]', None, None]"
139,3OAS2M3,rxn05409,MNXR47568,,2.3.1.41,"['2mpropACP[c]', 'h[c]', 'malACP[c]']","['2-methylpropionyl-ACP,isobutyryl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
140,3OAS3M4,rxn05384,MNXR47561,,2.3.1.41,"['3mbutACP[c]', 'h[c]', 'malACP[c]']","['3-methylbutanoyl-ACP,isovaleryl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
141,3OAS4M3O6,rxn05359,MNXR47554,,2.3.1.41,"['2mbutACP[c]', 'h[c]', 'malACP[c]']","['2-methylbutanoyl-ACP,2-methylbutyryl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
142,3OAS4M5,rxn05413,MNXR47569,,2.3.1.41,"['4mpentACP[c]', 'h[c]', 'malACP[c]']","['4-methyl-pentanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
143,3OAS4M6,rxn05363,MNXR47555,,2.3.1.41,"['4mhexACP[c]', 'h[c]', 'malACP[c]']","['4-methyl-hexanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
144,3OAS5M6,rxn05388,MNXR47562,,2.3.1.41,"['5mhexACP[c]', 'h[c]', 'malACP[c]']","['5-methyl-hexanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
145,3OAS60,rxn05346,MNXR81385,,2.3.1.41,"['butACP[c]', 'h[c]', 'malACP[c]']","['Butyryl-ACP (n-C4:0ACP)', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
146,3OAS6M7,rxn05417,MNXR47570,,2.3.1.41,"['6mheptACP[c]', 'h[c]', 'malACP[c]']","['6-methyl-heptanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
147,3OAS6M8,rxn05367,MNXR47556,,2.3.1.41,"['6mocACP[c]', 'h[c]', 'malACP[c]']","['6-methyl-octanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
148,3OAS7M8,rxn05392,MNXR47563,,2.3.1.41,"['7mocACP[c]', 'h[c]', 'malACP[c]']","['7-methyl-octanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
149,3OAS80,rxn05350,MNXR81386,,2.3.1.41,"['h[c]', 'hexACP[c]', 'malACP[c]']","['proton', 'Hexanoyl-ACP (n-C6:0ACP)', 'Malonyl-[acyl-carrier protein]']","['[H+]', None, None]"
150,3OAS8M10,rxn05371,MNXR47557,,2.3.1.41,"['8mdcaACP[c]', 'h[c]', 'malACP[c]']","['8-methyl-decanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
151,3OAS8M9,rxn05421,MNXR47571,,2.3.1.41,"['8mnonACP[c]', 'h[c]', 'malACP[c]']","['8-methyl-nonanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
152,3OAS9M10,rxn05396,MNXR47564,,2.3.1.41,"['9mdcaACP[c]', 'h[c]', 'malACP[c]']","['9-methyl-decanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
153,3OH_CBZ_GLC_GLCAASE,,,,,"['3oh_cbz_glc[c]', 'h2o[c]']","['3-Hydroxy Carbamazepine Glucuronide', 'Water']","[None, 'O']"
154,3OH_CBZ_GLCt2pp,,,,,"['3oh_cbz_glc[p]', 'h[p]']","['3-Hydroxy Carbamazepine Glucuronide', 'proton']","[None, '[H+]']"
155,3OH_CBZ_GLCtex,,,,,['3oh_cbz_glc[e]'],['3-Hydroxy Carbamazepine Glucuronide'],[None]
156,3OH_CBZtepp,,,,,['3oh_cbz[c]'],['3-Hydroxycarbamazepine'],['C1=CC=C2C(=C1)C=CC3=C(N2C(=O)N)C=C(C=C3)O']
157,3OH_CBZtex,,,,,['3oh_cbz[e]'],['3-Hydroxycarbamazepine'],['C1=CC=C2C(=C1)C=CC3=C(N2C(=O)N)C=C(C=C3)O']
158,3OH_DLOR_GLC_GLCAASE,,,,,"['3oh_dlor_glc[c]', 'h2o[c]']","['3-Hydroxydesloratadine Glucuronide', 'Water']","[None, 'O']"
159,3OH_DLOR_GLCt2pp,,,,,"['3oh_dlor_glc[p]', 'h[p]']","['3-Hydroxydesloratadine Glucuronide', 'proton']","[None, '[H+]']"
160,3OH_DLOR_GLCtex,,,,,['3oh_dlor_glc[e]'],['3-Hydroxydesloratadine Glucuronide'],[None]
161,3OH_DLORtepp,,,,,['3oh_dlor[c]'],['3-Hydroxydesloratadine'],['C1CC2=C(C(=C3CCNCC3)C4=C1C=C(C=C4)Cl)N=CC(=C2)O']
162,3OH_DLORtex,,,,,['3oh_dlor[e]'],['3-Hydroxydesloratadine'],['C1CC2=C(C(=C3CCNCC3)C4=C1C=C(C=C4)Cl)N=CC(=C2)O']
163,3OH_MDEA_GLC_GLCAASE,,,,,"['3oh_mdea_glc[c]', 'h2o[c]']","['3-Hydroxy N-Desethylamiodarone Glucuronide (3-Hydroxy_MDEA_Glc) (M15)', 'Water']","[None, 'O']"
164,3OH_MDEA_GLCt2pp,,,,,"['3oh_mdea_glc[p]', 'h[p]']","['3-Hydroxy N-Desethylamiodarone Glucuronide (3-Hydroxy_MDEA_Glc) (M15)', 'proton']","[None, '[H+]']"
165,3OH_MDEA_GLCtex,,,,,['3oh_mdea_glc[e]'],['3-Hydroxy N-Desethylamiodarone Glucuronide (3-Hydroxy_MDEA_Glc) (M15)'],[None]
166,3OH_MDEAtepp,,,,,['3oh_mdea[c]'],['3-Hydroxy N-Desethylamiodarone (3-Hydroxy_MDEA) (M8)'],[None]
167,3OH_MDEAtex,,,,,['3oh_mdea[e]'],['3-Hydroxy N-Desethylamiodarone (3-Hydroxy_MDEA) (M8)'],[None]
168,3OH_MXN_GLC_GLCAASE,,,,,"['3oh_mxn_glc[c]', 'h2o[c]']","['3-Hydroxymorphinan O-Glucuronide', 'Water']","[None, 'O']"
169,3OH_MXN_GLCt2pp,,,,,"['3oh_mxn_glc[p]', 'h[p]']","['3-Hydroxymorphinan O-Glucuronide', 'proton']","[None, '[H+]']"
170,3OH_MXN_GLCtex,,,,,['3oh_mxn_glc[e]'],['3-Hydroxymorphinan O-Glucuronide'],[None]
171,3OH_MXNtepp,,,,,['3oh_mxn[c]'],['3-Hydroxymorphinan'],['C1CCC23CCNC(C2C1)CC4=C3C=C(C=C4)O']
172,3OH_MXNtex,,,,,['3oh_mxn[e]'],['3-Hydroxymorphinan'],['C1CCC23CCNC(C2C1)CC4=C3C=C(C=C4)O']
173,3OXCOAT,rxn00598,,,2.3.1.174,"['coa[c]', 'oxadpcoa[c]']","['Coenzyme A', '3-Oxoadipyl-CoA']","['CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCC(=O)O)O']"
174,3SCITMCOAHL,rxn01805,,,,['citmcoa_L[c]'],['(3S)-citramalyl-CoA(5-)'],['CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CC(C)(C(=O)[O-])O)O']
175,4ABUTtex,,,,,['4abut[e]'],['4-Aminobutanoate'],['C(CC(=O)O)CN']
176,4ABZt2pp,,,,,"['4abz[p]', 'h[p]']","['4-Aminobenzoate', 'proton']","['C1=CC(=CC=C1C(=O)[O-])N', '[H+]']"
177,4ABZtex,,,,,['4abz[e]'],['4-Aminobenzoate'],['C1=CC(=CC=C1C(=O)[O-])N']
178,4DH_TPNO_1GLC_GLCAASE,,,,,"['4dh_tpno_1glc[c]', 'h2o[c]']","['4-Dehydroxytempol 1-O-Glucuronide', 'Water']","[None, 'O']"
179,4DH_TPNO_1GLCt2pp,,,,,"['4dh_tpno_1glc[p]', 'h[p]']","['4-Dehydroxytempol 1-O-Glucuronide', 'proton']","[None, '[H+]']"
180,4DH_TPNO_1GLCtex,,,,,['4dh_tpno_1glc[e]'],['4-Dehydroxytempol 1-O-Glucuronide'],[None]
181,4DH_TPNOtepp,,,,,['4dh_tpno[c]'],['4-Dehydroxytempol'],[None]
182,4DH_TPNOtex,,,,,['4dh_tpno[e]'],['4-Dehydroxytempol'],[None]
183,4FCHDCOR,rxn07901,,,,"['4fch1c[c]', 'nad[c]']","['4-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate', 'Nicotinamide adenine dinucleotide']","['C1=CC(C(C=C1F)O)(C(=O)O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
184,4GBTAH,rxn01462,,,,"['4gubut[c]', 'h2o[c]']","['4-Guanidinobutanoate', 'Water']","['C(CC(=O)O)CN=C(N)N', 'O']"
185,4HBZCL,rxn00921,MNXR7063,,,"['4hbz[c]', 'h[c]']","['4-hydroxybenzoate', 'proton']","['C1=CC(=CC=C1C(=O)O)[O-]', '[H+]']"
186,4HMDGLUC_GLCAASE,,,,,"['4hmdgluc[c]', 'h2o[c]']","['4-OH-midazolam-glucuronide', 'Water']","[None, 'O']"
187,4HMDGLUCt2pp,,,,,"['4hmdgluc[p]', 'h[p]']","['4-OH-midazolam-glucuronide', 'proton']","[None, '[H+]']"
188,4HMDGLUCtex,,,,,['4hmdgluc[e]'],['4-OH-midazolam-glucuronide'],[None]
189,4HTHDR,,,,,"['4hthdp[c]', 'h[c]', 'nadh[c]']","['4-hydroxy-tetrahydrodipicolinate', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","[None, '[H+]', None]"
190,4HTHDS,,,,,"['aspsa[c]', 'pyr[c]']","['L-Aspartate 4-semialdehyde', 'Pyruvate']","['C(C=O)C(C(=O)[O-])[NH3+]', 'CC(=O)C(=O)[O-]']"
191,4HTHRS,rxn03446,MNXR239,,4.2.3.1,"['h2o[c]', 'phthr[c]']","['Water', 'O-Phospho-4-hydroxy-L-threonine']","['O', 'C(C(C(C(=O)O)N)O)OP(=O)(O)O']"
192,4NTPPH2,rxn02166,MNXR6332,,"3.1.3.1,3.1.3.2,3.1.3.41","['HC01104[c]', 'h2o[c]']","['4-nitrophenyl phosphate(2-)', 'Water']","['C1=CC(=CC=C1[N+](=O)[O-])OP(=O)([O-])[O-]', 'O']"
193,4OHMDZtepp,,,,,['4ohmdz[c]'],['4-OH-midazolam'],[None]
194,4OHMDZtex,,,,,['4ohmdz[e]'],['4-OH-midazolam'],[None]
195,4OH_DCF_GLC_GLCAASE,,,,,"['4oh_dcf_glc[c]', 'h2o[c]']","['4-Hydroxydiclofenac Glucuronide', 'Water']","[None, 'O']"
196,4OH_DCF_GLCt2pp,,,,,"['4oh_dcf_glc[p]', 'h[p]']","['4-Hydroxydiclofenac Glucuronide', 'proton']","[None, '[H+]']"
197,4OH_DCF_GLCtex,,,,,['4oh_dcf_glc[e]'],['4-Hydroxydiclofenac Glucuronide'],[None]
198,4OH_DCFtepp,,,,,['4oh_dcf[c]'],['4-Hydroxydiclofenac'],[None]
199,4OH_DCFtex,,,,,['4oh_dcf[e]'],['4-Hydroxydiclofenac'],[None]
200,4OH_KP_GLC_GLCAASE,,,,,"['4oh_kp_glc[c]', 'h2o[c]']","['4-Hydroxybenzyl Ketoprofen Glucuronide', 'Water']","[None, 'O']"
201,4OH_KP_GLCt2pp,,,,,"['4oh_kp_glc[p]', 'h[p]']","['4-Hydroxybenzyl Ketoprofen Glucuronide', 'proton']","[None, '[H+]']"
202,4OH_KP_GLCtex,,,,,['4oh_kp_glc[e]'],['4-Hydroxybenzyl Ketoprofen Glucuronide'],[None]
203,4OH_KPtepp,,,,,['4oh_kp[c]'],['4-Hydroxybenzyl Ketoprofen'],[None]
204,4OH_KPtex,,,,,['4oh_kp[e]'],['4-Hydroxybenzyl Ketoprofen'],[None]
205,4OH_LEVOLE_GLC_GLCAASE,,,,,"['4oh_levole_glc[c]', 'h2o[c]']","['4-Hydroxy Levamisole Glucuronide', 'Water']","[None, 'O']"
206,4OH_LEVOLE_GLCt2pp,,,,,"['4oh_levole_glc[p]', 'h[p]']","['4-Hydroxy Levamisole Glucuronide', 'proton']","[None, '[H+]']"
207,4OH_LEVOLE_GLCtex,,,,,['4oh_levole_glc[e]'],['4-Hydroxy Levamisole Glucuronide'],[None]
208,4OH_LEVOLEtepp,,,,,['4oh_levole[c]'],['4-Hydroxy Levamisole (M1)'],[None]
209,4OH_LEVOLEtex,,,,,['4oh_levole[e]'],['4-Hydroxy Levamisole (M1)'],[None]
210,4OH_METH_GLC_GLCAASE,,,,,"['4oh_meth_glc[c]', 'h2o[c]']","['4-Hydroxymethamphetamine Glucuronide', 'Water']","[None, 'O']"
211,4OH_METH_GLCt2pp,,,,,"['4oh_meth_glc[p]', 'h[p]']","['4-Hydroxymethamphetamine Glucuronide', 'proton']","[None, '[H+]']"
212,4OH_METH_GLCtex,,,,,['4oh_meth_glc[e]'],['4-Hydroxymethamphetamine Glucuronide'],[None]
213,4OH_METHtepp,,,,,['4oh_meth[c]'],['4-Hydroxymethamphetamine'],['CC(CC1=CC=C(C=C1)O)NC']
214,4OH_METHtex,,,,,['4oh_meth[e]'],['4-Hydroxymethamphetamine'],['CC(CC1=CC=C(C=C1)O)NC']
215,4OH_PROPL_GLC_GLCAASE,,,,,"['4oh_propl_glc[c]', 'h2o[c]']","['4-Hydroxypropranolol Glucuronide', 'Water']","['CC(C)NCC(COC1=CC=C(C2=CC=CC=C21)OC3C(C(C(C(O3)C(=O)O)O)O)O)O', 'O']"
216,4OH_PROPL_GLCt2pp,,,,,"['4oh_propl_glc[p]', 'h[p]']","['4-Hydroxypropranolol Glucuronide', 'proton']","['CC(C)NCC(COC1=CC=C(C2=CC=CC=C21)OC3C(C(C(C(O3)C(=O)O)O)O)O)O', '[H+]']"
217,4OH_PROPL_GLCtex,,,,,['4oh_propl_glc[e]'],['4-Hydroxypropranolol Glucuronide'],['CC(C)NCC(COC1=CC=C(C2=CC=CC=C21)OC3C(C(C(C(O3)C(=O)O)O)O)O)O']
218,4OH_PROPLtepp,,,,,['4oh_propl[c]'],['4-Hydroxypropanolol'],['CCC(O)OO']
219,4OH_PROPLtex,,,,,['4oh_propl[e]'],['4-Hydroxypropanolol'],['CCC(O)OO']
220,4OH_TRZ_GLC_GLCAASE,,,,,"['4oh_trz_glc[c]', 'h2o[c]']","['4-Hydroxy Triazolam Glucuronide', 'Water']","[None, 'O']"
221,4OH_TRZ_GLCt2pp,,,,,"['4oh_trz_glc[p]', 'h[p]']","['4-Hydroxy Triazolam Glucuronide', 'proton']","[None, '[H+]']"
222,4OH_TRZ_GLCtex,,,,,['4oh_trz_glc[e]'],['4-Hydroxy Triazolam Glucuronide'],[None]
223,4OH_TRZtepp,,,,,['4oh_trz[c]'],['4-Hydroxytriazolam'],['CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2O)C4=CC=CC=C4Cl']
224,4OH_TRZtex,,,,,['4oh_trz[e]'],['4-Hydroxytriazolam'],['CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2O)C4=CC=CC=C4Cl']
225,4OH_VCZ_GLC_GLCAASE,,,,,"['4oh_vcz_glc[c]', 'h2o[c]']","['4-Hydroxyvoriconazole Glucuronide', 'Water']","[None, 'O']"
226,4OH_VCZ_GLCt2pp,,,,,"['4oh_vcz_glc[p]', 'h[p]']","['4-Hydroxyvoriconazole Glucuronide', 'proton']","[None, '[H+]']"
227,4OH_VCZ_GLCtex,,,,,['4oh_vcz_glc[e]'],['4-Hydroxyvoriconazole Glucuronide'],[None]
228,4OH_VCZtepp,,,,,['4oh_vcz[c]'],['4-Hydroxyvoriconazole'],['CC(C1=NC=NC=C1F)C(C2=C(C=C(C=C2)F)F)(C(N3C=NC=N3)O)O']
229,4OH_VCZtex,,,,,['4oh_vcz[e]'],['4-Hydroxyvoriconazole'],['CC(C1=NC=NC=C1F)C(C2=C(C=C(C=C2)F)F)(C(N3C=NC=N3)O)O']
230,56DFURADH,rxn11754,,,,"['dh5fura[c]', 'nadp[c]']","['5,6-Dihydro-5-fluorouracil', 'Nicotinamide adenine dinucleotide phosphate']","['C1C(C(=O)NC(=O)N1)F', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N']"
231,5AIZCDC,rxn02938,MNXR81638,,4.1.1.21,"['5aizc[c]', 'h[c]']","['5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate', 'proton']","['C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)O', '[H+]']"
232,5ASAppp,,,,,['5asa[p]'],['5-Aminosalicylic Acid (Mesalamine)'],[None]
233,5ASAtex,,,,,['5asa[e]'],['5-Aminosalicylic Acid (Mesalamine)'],[None]
234,5DGCLURI,rxn12146,MNXR18179,,5.3.1.30,['5dgclur[c]'],['5-Deoxy glucuronic acid'],['C(C(C(C(C=O)O)O)O)C(=O)O']
235,5DGLCNR,rxn01278,MNXR7181,,1.1.1.69,"['5dglcn[c]', 'h[c]', 'nadph[c]']","['5-Dehydro-D-gluconate', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","['C(C(=O)C(C(C(C(=O)[O-])O)O)O)O', '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
236,5DOAN,,,,,"['dad_5[c]', 'h2o[c]']","['5-Deoxyadenosine', 'Water']","[None, 'O']"
237,5FCHDCOR,rxn07900,,,,"['5fch1c[c]', 'nad[c]']","['5-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate', 'Nicotinamide adenine dinucleotide']","['C1=CC(=CC(C1O)(C(=O)O)O)F', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
238,5FURAtex,,,,,['5fura[e]'],['5-Fluorouracil'],['C1=C(C(=O)NC(=O)N1)F']
239,5FURAtpp,,,,,['5fura[p]'],['5-Fluorouracil'],['C1=C(C(=O)NC(=O)N1)F']
240,5GLUP5T1,rxn02791,MNXR74185,,2.3.2.2,"['HC00955[c]', 'glu_L[c]', 'h[c]']","['L-3-Cyanoalanine', 'L-glutamate', 'proton']","['C(C#N)C(C(=O)O)N', 'C(CC(=O)O)C(C(=O)O)N', '[H+]']"
