,Reaction,Name,ModelSEED_id,MetaNetX,KEGG_id,KEGG_id2,BIGG_id,Substrates,Substrate Name,Substrate SMILE,ecNumber
85,3OAR4M5,4-methyl-3-oxo-pentanoyl-ACPNADP+ oxidoreductase,rxn05410,MNXR27684,None,None,None,"['4m3opentACP[c]', 'h[c]', 'nadph[c]']","['4-methyl-3-oxo-pentanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']",1.1.1.100
86,3OAR4M6,4-methyl-3-oxo-hexanoyl-ACPNADP+ oxidoreductase,rxn05360,MNXR27634,None,None,None,"['4m3ohexACP[c]', 'h[c]', 'nadph[c]']","['4-methyl-3-oxo-hexanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']",1.1.1.100
87,3OAR5M6,5-methyl-3-oxo-hexanoyl-ACPNADP+ oxidoreductase,rxn05385,MNXR27659,None,None,None,"['5m3ohexACP[c]', 'h[c]', 'nadph[c]']","['5-methyl-3-oxo-hexanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']",1.1.1.100
88,3OAR60,3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0),rxn05337,MNXR68190,None,R04953,3OAR60; HHYR2,"['3ohexACP[c]', 'h[c]', 'nadph[c]']","['3-Oxohexanoyl-[acyl-carrier protein]', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']","[['1.1.1.100', '2.3.1.-', '2.3.1.85', '2.3.1.86'], None]"
89,3OAR6M7,6-methyl-3-oxo-heptanoyl-ACPNADP+ oxidoreductase,rxn05414,MNXR27688,None,None,None,"['6m3oheptACP[c]', 'h[c]', 'nadph[c]']","['6-methyl-3-oxo-heptanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']",1.1.1.100
90,3OAR6M8,6-methyl-3-oxo-octanoyl-ACPNADP+ oxidoreductase,rxn05364,MNXR27638,None,None,None,"['6m3oocACP[c]', 'h[c]', 'nadph[c]']","['6-methyl-3-oxo-octanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']",1.1.1.100
91,3OAR7M8,7-methyl-3-oxo-octanoyl-ACPNADP+ oxidoreductase,rxn05389,MNXR27663,None,None,None,"['7m3oocACP[c]', 'h[c]', 'nadph[c]']","['7-methyl-3-oxo-octanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']",1.1.1.100
92,3OAR80,3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0),rxn05341,MNXR68191,None,R04536,3OAR80; HOCR3,"['3ooctACP[c]', 'h[c]', 'nadph[c]']","['3-Oxooctanoyl-[acyl-carrier protein]', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']","[['1.1.1.100', '2.3.1.-', '2.3.1.85', '2.3.1.86'], None]"
93,3OAR8M10,8-methyl-3-oxo-decanoyl-ACPNADP+ oxidoreductase,rxn05368,MNXR27642,None,None,None,"['8m3odcaACP[c]', 'h[c]', 'nadph[c]']","['8-methyl-3-oxo-decanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']",1.1.1.100
94,3OAR8M9,8-methyl-3-oxo-nonanoyl-ACPNADP+ oxidoreductase,rxn05418,MNXR27692,None,None,None,"['8m3ononACP[c]', 'h[c]', 'nadph[c]']","['8-methyl-3-oxo-nonanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']",1.1.1.100
95,3OAR9M10,9-methyl-3-oxo-decanoyl-ACPNADP+ oxidoreductase,rxn05393,MNXR27667,None,None,None,"['9m3odcaACP[c]', 'h[c]', 'nadph[c]']","['9-methyl-3-oxo-decanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']",1.1.1.100
96,3OAS100,3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0),rxn05343,MNXR81380,None,R04960,3OAS100; CEM1_4; FAS2_4_1; MCMAT4,"['h[c]', 'malACP[c]', 'ocACP[c]']","['proton', 'Malonyl-[acyl-carrier protein]', 'Octanoyl-ACP (n-C8:0ACP)']","['[H+]', None, None]","[['2.3.1.86'], None, None, None]"
97,3OAS10M11,10-methyl-undecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05425,MNXR47572,None,None,None,"['10mundecACP[c]', 'h[c]', 'malACP[c]']","['10-methyl-undecanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]",2.3.1.41
98,3OAS10M12,10-methyl-dodecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05375,MNXR47558,None,None,None,"['10mddcaACP[c]', 'h[c]', 'malACP[c]']","['10-methyl-dodecanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]",2.3.1.41
99,3OAS11M12,11-methyl-dodecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05400,MNXR47565,None,None,None,"['11mddcaACP[c]', 'h[c]', 'malACP[c]']","['11-methyl-dodecanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]",2.3.1.41
100,3OAS120,3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0),rxn05348,MNXR81381,None,R04963,3OAS120; CEM1_5; FAS2_5_1; MCMAT5,"['dcaACP[c]', 'h[c]', 'malACP[c]']","['Decanoyl-ACP (n-C10:0ACP)', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]","[['2.3.1.86'], None, None, None]"
101,3OAS12M13,12-methyl-tridecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05429,MNXR47573,None,None,None,"['12mtridecACP[c]', 'h[c]', 'malACP[c]']","['12-methyl-tridecanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]",2.3.1.41
102,3OAS12M14,12-methyl-tetra-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05379,MNXR47559,None,None,None,"['12mmyrsACP[c]', 'h[c]', 'malACP[c]']","['12-methyl-tetra-decanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]",2.3.1.41
103,3OAS13M14,13-methyl-tetra-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05404,MNXR47566,None,None,None,"['13mmyrsACP[c]', 'h[c]', 'malACP[c]']","['13-methyl-tetra-decanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]",2.3.1.41
104,3OAS140,3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0),rxn05345,MNXR81382,None,R04726,3OAS140; CEM1_6; FAS2_6_1; MCMAT6,"['ddcaACP[c]', 'h[c]', 'malACP[c]']","['Dodecanoyl-ACP (n-C12:0ACP)', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]","[['2.3.1.86'], None, None, None]"
105,3OAS160,3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0),rxn05344,MNXR81383,None,R04968,CEM1_7; FAS2_7_1; MCMAT7,"['h[c]', 'malACP[c]', 'myrsACP[c]']","['proton', 'Malonyl-[acyl-carrier protein]', 'Myristoyl-ACP (n-C14:0ACP)']","['[H+]', None, None]","[None, None, None]"
106,3OAS180,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0),rxn05460,MNXR79893,None,None,None,"['h[c]', 'malACP[c]', 'palmACP[c]']","['proton', 'Malonyl-[acyl-carrier protein]', 'Palmitoyl-ACP (n-C16:0ACP)']","['[H+]', None, None]",2.3.1.41
107,3OAS2M3,2-methylpropionyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05409,MNXR47568,None,None,None,"['2mpropACP[c]', 'h[c]', 'malACP[c]']","['2-methylpropionyl-ACP,isobutyryl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]",2.3.1.41
108,3OAS3M4,3-methylbutanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05384,MNXR47561,None,None,None,"['3mbutACP[c]', 'h[c]', 'malACP[c]']","['3-methylbutanoyl-ACP,isovaleryl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]",2.3.1.41
109,3OAS4M3O6,4-methyl-3-oxo-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05359,MNXR47554,None,None,None,"['2mbutACP[c]', 'h[c]', 'malACP[c]']","['2-methylbutanoyl-ACP,2-methylbutyryl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]",2.3.1.41
110,3OAS4M5,4-methyl-pentanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05413,MNXR47569,None,None,None,"['4mpentACP[c]', 'h[c]', 'malACP[c]']","['4-methyl-pentanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]",2.3.1.41
111,3OAS4M6,4-methyl-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05363,MNXR47555,None,None,None,"['4mhexACP[c]', 'h[c]', 'malACP[c]']","['4-methyl-hexanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]",2.3.1.41
112,3OAS5M6,5-methyl-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05388,MNXR47562,None,None,None,"['5mhexACP[c]', 'h[c]', 'malACP[c]']","['5-methyl-hexanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]",2.3.1.41
113,3OAS60,3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0),rxn05346,MNXR81385,None,R04952,3OAS60; CEM1_2; FAS2_2_1; MCMAT2,"['butACP[c]', 'h[c]', 'malACP[c]']","['Butyryl-ACP (n-C4:0ACP)', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]","[['2.3.1.86'], None, None, None]"
114,3OAS6M7,6-methyl-heptanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05417,MNXR47570,None,None,None,"['6mheptACP[c]', 'h[c]', 'malACP[c]']","['6-methyl-heptanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]",2.3.1.41
115,3OAS6M8,6-methyl-octanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05367,MNXR47556,None,None,None,"['6mocACP[c]', 'h[c]', 'malACP[c]']","['6-methyl-octanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]",2.3.1.41
116,3OAS7M8,7-methyl-octanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05392,MNXR47563,None,None,None,"['7mocACP[c]', 'h[c]', 'malACP[c]']","['7-methyl-octanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]",2.3.1.41
117,3OAS80,3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0),rxn05350,MNXR81386,None,R04957,3OAS80; CEM1_3; FAS2_3_1; MCMAT3,"['h[c]', 'hexACP[c]', 'malACP[c]']","['proton', 'Hexanoyl-ACP (n-C6:0ACP)', 'Malonyl-[acyl-carrier protein]']","['[H+]', None, None]","[['2.3.1.86'], None, None, None]"
118,3OAS8M10,8-methyl-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05371,MNXR47557,None,None,None,"['8mdcaACP[c]', 'h[c]', 'malACP[c]']","['8-methyl-decanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]",2.3.1.41
119,3OAS8M9,8-methyl-nonanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05421,MNXR47571,None,None,None,"['8mnonACP[c]', 'h[c]', 'malACP[c]']","['8-methyl-nonanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]",2.3.1.41
120,3OAS9M10,9-methyl-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05396,MNXR47564,None,None,None,"['9mdcaACP[c]', 'h[c]', 'malACP[c]']","['9-methyl-decanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]",2.3.1.41
121,3OH_CBZ_GLC_GLCAASEepp,"3-Hydroxy Carbamazepine Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['3oh_cbz_glc[p]', 'h2o[p]']","['3-Hydroxy Carbamazepine Glucuronide', 'Water']","[None, 'O']",None
122,3OH_CBZ_GLCtex,3-Hydroxy Carbamazepine Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['3oh_cbz_glc[e]'],['3-Hydroxy Carbamazepine Glucuronide'],[None],None
123,3OH_CBZtex,3-Hydroxycarbamazepine diffusion extracellular to periplasm,None,None,None,None,None,['3oh_cbz[e]'],['3-Hydroxycarbamazepine'],['C1=CC=C2C(=C1)C=CC3=C(N2C(=O)N)C=C(C=C3)O'],None
124,3OH_DLOR_GLC_GLCAASEepp,"3-Hydroxydesloratadine Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['3oh_dlor_glc[p]', 'h2o[p]']","['3-Hydroxydesloratadine Glucuronide', 'Water']","[None, 'O']",None
125,3OH_DLOR_GLCtex,3-Hydroxydesloratadine Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['3oh_dlor_glc[e]'],['3-Hydroxydesloratadine Glucuronide'],[None],None
126,3OH_DLORtex,3-Hydroxydesloratadine diffusion extracellular to periplasm,None,None,None,None,None,['3oh_dlor[e]'],['3-Hydroxydesloratadine'],['C1CC2=C(C(=C3CCNCC3)C4=C1C=C(C=C4)Cl)N=CC(=C2)O'],None
127,3OH_MDEA_GLC_GLCAASEepp,"3-Hydroxy N-Desethylamiodarone Glucuronide (3-Hydroxy_MDEA_Glc) (M15) beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['3oh_mdea_glc[p]', 'h2o[p]']","['3-Hydroxy N-Desethylamiodarone Glucuronide (3-Hydroxy_MDEA_Glc) (M15)', 'Water']","[None, 'O']",None
128,3OH_MDEA_GLCtex,3-Hydroxy N-Desethylamiodarone Glucuronide (3-Hydroxy_MDEA_Glc) (M15) diffusion extracellular to periplasm,None,None,None,None,None,['3oh_mdea_glc[e]'],['3-Hydroxy N-Desethylamiodarone Glucuronide (3-Hydroxy_MDEA_Glc) (M15)'],[None],None
129,3OH_MDEAtex,3-Hydroxy N-Desethylamiodarone (3-Hydroxy_MDEA) (M8) diffusion extracellular to periplasm,None,None,None,None,None,['3oh_mdea[e]'],['3-Hydroxy N-Desethylamiodarone (3-Hydroxy_MDEA) (M8)'],[None],None
130,3OH_MXN_GLC_GLCAASEepp,"3-Hydroxymorphinan O-Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['3oh_mxn_glc[p]', 'h2o[p]']","['3-Hydroxymorphinan O-Glucuronide', 'Water']","[None, 'O']",None
131,3OH_MXN_GLCtex,3-Hydroxymorphinan O-Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['3oh_mxn_glc[e]'],['3-Hydroxymorphinan O-Glucuronide'],[None],None
132,3OH_MXNtex,3-Hydroxymorphinan diffusion extracellular to periplasm,None,None,None,None,None,['3oh_mxn[e]'],['3-Hydroxymorphinan'],['C1CCC23CCNC(C2C1)CC4=C3C=C(C=C4)O'],None
133,4ABUTtex,4-Aminobutanoate diffusion extracellular to periplasm,None,None,None,None,None,['4abut[e]'],['4-Aminobutanoate'],['C(CC(=O)O)CN'],None
134,4DH_TPNO_1GLC_GLCAASEepp,"4-Dehydroxytempol 1-O-Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['4dh_tpno_1glc[p]', 'h2o[p]']","['4-Dehydroxytempol 1-O-Glucuronide', 'Water']","[None, 'O']",None
135,4DH_TPNO_1GLCtex,4-Dehydroxytempol 1-O-Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['4dh_tpno_1glc[e]'],['4-Dehydroxytempol 1-O-Glucuronide'],[None],None
136,4DH_TPNOtex,4-Dehydroxytempol diffusion extracellular to periplasm,None,None,None,None,None,['4dh_tpno[e]'],['4-Dehydroxytempol'],[None],None
137,4HMDGLUC_GLCAASEepp,"4-OH-midazolam-glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['4hmdgluc[p]', 'h2o[p]']","['4-OH-midazolam-glucuronide', 'Water']","[None, 'O']",None
138,4HMDGLUCtex,4-OH-midazolam-glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['4hmdgluc[e]'],['4-OH-midazolam-glucuronide'],[None],None
139,4HTHDR,4-hydroxy-tetrahydrodipicolinate reductase,None,None,None,None,None,"['4hthdp[c]', 'h[c]', 'nadh[c]']","['4-hydroxy-tetrahydrodipicolinate', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","[None, '[H+]', None]",None
140,4HTHDS,4-hydroxy-tetrahydrodipicolinate synthase,None,None,None,None,None,"['aspsa[c]', 'pyr[c]']","['L-Aspartate 4-semialdehyde', 'Pyruvate']","['C(C=O)C(C(=O)[O-])[NH3+]', 'CC(=O)C(=O)[O-]']",None
141,4HTHRS,4-Hydroxy-L-threonine synthase,rxn03446,MNXR239,None,R05086,4HTHRS; THR4_2,"['h2o[c]', 'phthr[c]']","['Water', 'O-Phospho-4-hydroxy-L-threonine']","['O', 'C(C(C(C(=O)O)N)O)OP(=O)(O)O']","[['4.2.3', '4.2.3.1'], None]"
142,4NTPPH2,4-Nitrophenyl phosphate phosphohydrolase,rxn02166,MNXR6332,None,R03024,None,"['HC01104[c]', 'h2o[c]']","['4-nitrophenyl phosphate(2-)', 'Water']","['C1=CC(=CC=C1[N+](=O)[O-])OP(=O)([O-])[O-]', 'O']","3.1.3.1,3.1.3.2,3.1.3.41"
143,4OHMDZtex,4-OH-midazolam diffusion extracellular to periplasm,None,None,None,None,None,['4ohmdz[e]'],['4-OH-midazolam'],[None],None
144,4OH_DCF_GLC_GLCAASEepp,"4-Hydroxydiclofenac Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['4oh_dcf_glc[p]', 'h2o[p]']","['4-Hydroxydiclofenac Glucuronide', 'Water']","[None, 'O']",None
145,4OH_DCF_GLCtex,4-Hydroxydiclofenac Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['4oh_dcf_glc[e]'],['4-Hydroxydiclofenac Glucuronide'],[None],None
146,4OH_DCFtex,4-Hydroxydiclofenac diffusion extracellular to periplasm,None,None,None,None,None,['4oh_dcf[e]'],['4-Hydroxydiclofenac'],[None],None
147,4OH_KP_GLC_GLCAASEepp,"4-Hydroxybenzyl Ketoprofen Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['4oh_kp_glc[p]', 'h2o[p]']","['4-Hydroxybenzyl Ketoprofen Glucuronide', 'Water']","[None, 'O']",None
148,4OH_KP_GLCtex,4-Hydroxybenzyl Ketoprofen Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['4oh_kp_glc[e]'],['4-Hydroxybenzyl Ketoprofen Glucuronide'],[None],None
149,4OH_KPtex,4-Hydroxybenzyl Ketoprofen diffusion extracellular to periplasm,None,None,None,None,None,['4oh_kp[e]'],['4-Hydroxybenzyl Ketoprofen'],[None],None
150,4OH_LEVOLE_GLC_GLCAASEepp,"4-Hydroxy Levamisole Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['4oh_levole_glc[p]', 'h2o[p]']","['4-Hydroxy Levamisole Glucuronide', 'Water']","[None, 'O']",None
151,4OH_LEVOLE_GLCtex,4-Hydroxy Levamisole Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['4oh_levole_glc[e]'],['4-Hydroxy Levamisole Glucuronide'],[None],None
152,4OH_LEVOLEtex,4-Hydroxy Levamisole (M1) diffusion extracellular to periplasm,None,None,None,None,None,['4oh_levole[e]'],['4-Hydroxy Levamisole (M1)'],[None],None
153,4OH_METH_GLC_GLCAASEepp,"4-Hydroxymethamphetamine Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['4oh_meth_glc[p]', 'h2o[p]']","['4-Hydroxymethamphetamine Glucuronide', 'Water']","[None, 'O']",None
154,4OH_METH_GLCtex,4-Hydroxymethamphetamine Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['4oh_meth_glc[e]'],['4-Hydroxymethamphetamine Glucuronide'],[None],None
155,4OH_METHtex,4-Hydroxymethamphetamine diffusion extracellular to periplasm,None,None,None,None,None,['4oh_meth[e]'],['4-Hydroxymethamphetamine'],['CC(CC1=CC=C(C=C1)O)NC'],None
156,4OH_PROPL_GLC_GLCAASEepp,"4-Hydroxypropranolol Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['4oh_propl_glc[p]', 'h2o[p]']","['4-Hydroxypropranolol Glucuronide', 'Water']","['CC(C)NCC(COC1=CC=C(C2=CC=CC=C21)OC3C(C(C(C(O3)C(=O)O)O)O)O)O', 'O']",None
157,4OH_PROPL_GLCtex,4-Hydroxypropranolol Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['4oh_propl_glc[e]'],['4-Hydroxypropranolol Glucuronide'],['CC(C)NCC(COC1=CC=C(C2=CC=CC=C21)OC3C(C(C(C(O3)C(=O)O)O)O)O)O'],None
158,4OH_PROPLtex,4-Hydroxypropanolol diffusion extracellular to periplasm,None,None,None,None,None,['4oh_propl[e]'],['4-Hydroxypropanolol'],['CCC(O)OO'],None
159,4OH_TRZ_GLC_GLCAASEepp,"4-Hydroxy Triazolam Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['4oh_trz_glc[p]', 'h2o[p]']","['4-Hydroxy Triazolam Glucuronide', 'Water']","[None, 'O']",None
160,4OH_TRZ_GLCtex,4-Hydroxy Triazolam Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['4oh_trz_glc[e]'],['4-Hydroxy Triazolam Glucuronide'],[None],None
161,4OH_TRZtex,4-Hydroxytriazolam diffusion extracellular to periplasm,None,None,None,None,None,['4oh_trz[e]'],['4-Hydroxytriazolam'],['CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2O)C4=CC=CC=C4Cl'],None
162,4OH_VCZ_GLC_GLCAASEepp,"4-Hydroxyvoriconazole Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['4oh_vcz_glc[p]', 'h2o[p]']","['4-Hydroxyvoriconazole Glucuronide', 'Water']","[None, 'O']",None
163,4OH_VCZ_GLCtex,4-Hydroxyvoriconazole Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['4oh_vcz_glc[e]'],['4-Hydroxyvoriconazole Glucuronide'],[None],None
164,4OH_VCZtex,4-Hydroxyvoriconazole diffusion extracellular to periplasm,None,None,None,None,None,['4oh_vcz[e]'],['4-Hydroxyvoriconazole'],['CC(C1=NC=NC=C1F)C(C2=C(C=C(C=C2)F)F)(C(N3C=NC=N3)O)O'],None
165,5AIZCDC,5aizc decarboxylase,rxn02938,MNXR81638,None,R04209,ADE2; AIRCr,"['5aizc[c]', 'h[c]']","['5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate', 'proton']","['C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)O', '[H+]']","[None, ['4.1.1.21']]"
166,5OHFVSGLU_GLCAASEepp,"5-hydroxy-fluvastatin-glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['5ohfvsglu[p]', 'h2o[p]']","['5-hydroxy-fluvastatin-glucuronide', 'Water']","[None, 'O']",None
167,5OHFVSGLUtex,5-hydroxy-fluvastatin-glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['5ohfvsglu[e]'],['5-hydroxy-fluvastatin-glucuronide'],[None],None
168,5OHFVStex,5-hydroxy-fluvastatin diffusion extracellular to periplasm,None,None,None,None,None,['5ohfvs[e]'],['5-hydroxy-fluvastatin'],['CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)(O)O)C3=CC=C(C=C3)F'],None
169,5OH_SULFP_GLC_GLCAASEepp,"5-Hydroxy-Sulfapyridine-O-Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['5oh_sulfp_glc[p]', 'h2o[p]']","['5-Hydroxy-Sulfapyridine-O-Glucuronide', 'Water']","[None, 'O']",None
170,5OH_SULFP_GLCtex,5-Hydroxy-Sulfapyridine-O-Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['5oh_sulfp_glc[e]'],['5-Hydroxy-Sulfapyridine-O-Glucuronide'],[None],None
171,5OH_SULFPtex,5-Hydroxy-Sulfapyridine diffusion extracellular to periplasm,None,None,None,None,None,['5oh_sulfp[e]'],['5-Hydroxy-Sulfapyridine'],[None],None
