organism,kingdom,phylum,class,order,family,genus,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,platform,species,file,ncbiid,kbaseid,seedid,taxa_id,imgid,phenotype,id,summary_rank
Ruminococcus bromii L2-63,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,480.0,1078.0,863.0,Ines Thiele,04/20/12,Kbase,bromii,bromii.json,657321.0,,Ruminococcus bromii L2-63 (657321.5),40518.0,650377966.0,1.0,bromii,species
,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,Laura Kutt,,Kbase,bryantii,bryantii.json,,,,77095.0,648276714.0,,bryantii,species
Prevotella buccae ATCC 33574,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,651.0,1127.0,905.0,Laura Kutt,04/17/16,Kbase,buccae,buccae.json,873513.0,kb|g.3531,Prevotella buccae ATCC 33574 (873513.3),28126.0,,,buccae,species
Leptotrichia buccalis C-1013-b,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Facultative anaerobe,"Saccharolytic, fermentative",Negative,,655.0,1251.0,959.0,Laura Kutt,04/18/16,Kbase,buccalis,buccalis.json,523794.0,kb|g.1972,Leptotrichia buccalis C-1013-b (523794.5),40542.0,644736384.0,,buccalis,species
Lactobacillus buchneri ATCC 11577,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Commensal,757.0,1114.0,884.0,Ines Thiele,09/06/12,Kbase,buchneri,buchneri.json,525318.0,,Lactobacillus buchneri ATCC 11577 (525318.3),1581.0,643886062.0,1.0,buchneri,species
,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,,,,chenry,,ModelSEED,butyricum,butyricum.json,,,,1492.0,,,butyricum,species
Arcobacter butzleri RM4018,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Microaerophile,"Non-fermentative, asaccharolytic",Negative,,634.0,1081.0,902.0,Laura Kutt,04/18/16,Kbase,butzleri,butzleri.json,367737.0,kb|g.1095,Arcobacter butzleri RM4018 (367737.4),28197.0,640753004.0,,butzleri,species
,Bacteria,,,,,,,,,Commensal,,,,,,,caccae,caccae.json,,,,,,,caccae,species
Clostridium cadaveris AGR2141,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Anaerobe,"Saccharolytic, fermentative",Positive,,769.0,1295.0,1003.0,Laura Kutt,04/18/16,ModelSEED,cadaveris,cadaveris.json,1280692.0,kb|g.208696,,1529.0,,,cadaveris,species
Acinetobacter calcoaceticus PHEA-2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Aerobe,Respiratory,Negative,,1026.0,1586.0,1164.0,Laura Kutt,04/18/16,Kbase,calcoaceticus,calcoaceticus.json,871585.0,kb|g.3519,Acinetobacter calcoaceticus PHEA-2 (871585.3),471.0,650377903.0,,calcoaceticus,species
Ruminococcus callidus ATCC 2776001,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,565.0,1142.0,912.0,Laura Kutt,04/18/16,ModelSEED,callidus,callidus.json,411473.0,kb|g.215865,,40519.0,2597490297.0,,callidus,species
Varibaculum cambriense DSM 15806,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Varibaculum,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,537.0,1011.0,832.0,chenry,04/15/16,ModelSEED,cambriense,cambriense.json,1123488.0,kb|g.207318,,184870.0,2524614732.0,,cambriense,species
Helicobacter canadensis MIT 98-5491,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Microaerophile,"Strictly respiratory, asaccharolytic",Negative,Opportunistic pathogen,522.0,1020.0,808.0,Eugen Bauer,08/03/14,Kbase,canadensis,canadensis.json,537970.0,,Helicobacter canadensis MIT 98-5491 (Prj:30719) (537970.9),123841.0,647533173.0,4.0,canadensis,species
Enterobacter cancerogenus ATCC 35316,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Facultative anaerobe,"Fermentative or respiratory, various carbohydrates used",Negative,Opportunistic pathogen,1197.0,2274.0,1432.0,Ines Thiele,08/06/12,ModelSEED,cancerogenus,cancerogenus.json,500639.0,,Enterobacter cancerogenus ATCC 35316 (500639.8),69218.0,2562617148.0,1.0,cancerogenus,species
Pseudoflavonifractor capillosus strain ATCC 29799,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,Pseudoflavonifractor,Obligate anaerobe,"Asaccharolytic, some carbohydrates may be weakly fermented",Negative,Commensal,679.0,1638.0,1193.0,Ines Thiele,04/20/12,Kbase,capillosus,capillosus.json,411467.0,,Bacteroides capillosus ATCC 29799 (411467.6),106588.0,640963014.0,3.0,capillosus,species
,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Opportunistic pathogen,,,,Laura Kutt,,ModelSEED,capitis,capitis.json,,,,29388.0,,,capitis,species
Staphylococcus caprae C87,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Pathogen,846.0,1411.0,1050.0,Laura Kutt,04/18/16,ModelSEED,caprae,caprae.json,435838.0,kb|g.1456,Staphylococcus caprae C87 (435838.3),29380.0,651285006.0,,caprae,species
Actinomyces cardiffensis F0333,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580.0,1065.0,850.0,chenry,04/15/16,Kbase,cardiffensis,cardiffensis.json,888050.0,kb|g.32379,Actinomyces cardiffensis F0333 (888050.3),181487.0,2534682138.0,,cardiffensis,species
,Bacteria,,,,,,,,Positive,,,,,,,,casei,casei.json,,kb|g.25726,,,,,casei,species
Enterococcus casseliflavus ATCC 12755,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Commensal,1001.0,1317.0,1001.0,Laura Kutt,04/18/16,Kbase,casseliflavus,casseliflavus.json,888066.0,kb|g.3600,Enterococcus casseliflavus ATCC 12755 (888066.3),37734.0,,,casseliflavus,species
Arthrobacter castelli DSM 16402,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Arthrobacter,Aerobe,"Asaccharolytic, nonfermentative",Positive,Uncharacterized,1019.0,1428.0,1109.0,chenry,04/15/16,Kbase,castelli,castelli.json,1121019.0,kb|g.207043,,271431.0,,,castelli,species
Moraxella catarrhalis RH4,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Aerobe,Respiratory,Negative,,611.0,1175.0,950.0,Laura Kutt,04/18/16,Kbase,catarrhalis,catarrhalis.json,749219.0,kb|g.3162,Moraxella catarrhalis RH4 (749219.3),480.0,646564552.0,,catarrhalis,species
Eggerthia catenaformis OT 569 = DSM 20559,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Eggerthia,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,558.0,1151.0,891.0,Laura Kutt,04/18/16,ModelSEED,catenaformis,catenaformis.json,999415.0,kb|g.32469,Eggerthia catenaformis OT 569 = DSM 20559 (999415.3),31973.0,2537561938.0,,catenaformis,species
Bifidobacterium catenulatum DSM 16992,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,521.0,861.0,697.0,Ines Thiele,04/20/12,Kbase,catenulatum,catenulatum.json,566552.0,,Bifidobacterium catenulatum DSM 16992 = JCM 1194 (566552.6),1686.0,642979312.0,1.0,catenulatum,species
Coprococcus catus GD/7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,843.0,1783.0,1276.0,Laura Kutt,04/18/16,ModelSEED,catus,catus.json,717962.0,kb|g.3102,Coprococcus catus GD/7 (717962.3),116085.0,650377925.0,,catus,species
Aeromonas caviae Ae398,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Facultative anaerobe,"Saccharolytic, fermentative",Negative,,1090.0,1569.0,1122.0,Laura Kutt,04/18/16,Kbase,caviae,caviae.json,878320.0,kb|g.3542,Aeromonas caviae Ae398 (878320.4),648.0,651324007.0,,caviae,species
Enterococcus cecorum DSM 20682 = ATCC 43198,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Commensal,741.0,1284.0,961.0,Laura Kutt,04/18/16,Kbase,cecorum,cecorum.json,1121864.0,kb|g.29600,Enterococcus cecorum DSM 20682 = ATCC 43198 (1121864.3),44008.0,2541047997.0,,cecorum,species
Clostridium celatum DSM 1785,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Anaerobe,"Saccharolytic, fermentative",Positive,,929.0,2539.0,1392.0,Laura Kutt,06/02/16,ModelSEED,celatum,celatum.json,545697.0,kb|g.32222,Clostridium celatum DSM 1785 (545697.3),36834.0,,,celatum,species
Clostridium cellobioparum DSM 1351 = ATCC 15832,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,,,Negative,,1047.0,1360.0,1048.0,Laura Kutt,04/18/16,ModelSEED,cellobioparum,cellobioparum.json,1121303.0,kb|g.240320,,29355.0,,,cellobioparum,species
Cellulosimicrobium cellulans J36,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,Cellulosimicrobium,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,490.0,1278.0,972.0,chenry,04/15/16,ModelSEED,cellulans,cellulans.json,935839.0,kb|g.216424,,1710.0,2508501028.0,,cellulans,species
Bacteroides cellulosilyticus DSM 14838,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,853.0,1301.0,1012.0,Ines Thiele,04/20/12,ModelSEED,cellulosilyticus,cellulosilyticus.json,537012.0,,Bacteroides cellulosilyticus DSM 14838 (537012.5),246787.0,643886111.0,4.0,cellulosilyticus,species
Eubacterium cellulosolvens 6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eubacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,665.0,1203.0,972.0,Laura Kutt,04/18/16,Kbase,cellulosolvens,cellulosolvens.json,633697.0,kb|g.2673,Eubacterium cellulosolvens 6 (633697.3),29322.0,,,cellulosolvens,species
Burkholderia cepacia GG4,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Microaerophile,"Non-fermentative, asaccharolytic",Negative,,1547.0,1785.0,1260.0,Laura Kutt,04/18/16,ModelSEED,cepacia,cepacia.json,1009846.0,kb|g.23290,Burkholderia cepacia GG4 (1009846.3),292.0,2521172695.0,,cepacia,species
,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Facultative anaerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,Commensal,,,,Eugen Bauer,08/03/14,Kbase,cereus,cereus.json,,,,1396.0,,,cereus,species
Faecalibacterium cf. prausnitzii KLE1255,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Obligate anaerobe,"Saccharolytic, fermentative, acetate converted to butyrate",Structurally positive but stains negative,Commensal,647.0,1432.0,1080.0,Ines Thiele,06/29/12,Kbase,cf.,cf_.json,748224.0,,Faecalibacterium cf. prausnitzii KLE1255 (748224.3),,649989951.0,5.0,cf_,species
Ruminococcus champanellensis 18P13,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,486.0,882.0,765.0,Ines Thiele,06/25/12,ModelSEED,champanellensis,champanellensis.json,213810.0,,Ruminococcus sp. 18P13 (213810.4),1161942.0,650377969.0,1.0,champanellensis,species
Weissella cibaria KACC 11862,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Facultative anaerobe,"Fermentative, respiratory",Negative,,639.0,1094.0,867.0,Laura Kutt,04/18/16,ModelSEED,cibaria,cibaria.json,911104.0,kb|g.28337,Weissella cibaria KACC 11862 (911104.3),,651324108.0,,cibaria,species
Helicobacter cinaedi CCUG 18818,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Microaerophile,"Strictly respiratory, asaccharolytic",Negative,Opportunistic pathogen,531.0,1043.0,831.0,Ines Thiele,09/06/12,Kbase,cinaedi,cinaedi.json,537971.0,,Helicobacter cinaedi CCUG 18818 (537971.5),213.0,643886141.0,1.0,cinaedi,species
Neisseria cinerea ATCC 14685,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Aerobe,Asaccharolytic,Negative,,613.0,1138.0,893.0,Laura Kutt,04/18/16,ModelSEED,cinerea,cinerea.json,546262.0,kb|g.2181,Neisseria cinerea ATCC 14685 (546262.4),483.0,2562617169.0,,cinerea,species
Dietzia cinnamea P4,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dietziaceae,Dietzia,Obligate aerobe,Saccharolytic,Positive,,764.0,1300.0,1032.0,chenry,04/15/16,ModelSEED,cinnamea,cinnamea.json,910954.0,kb|g.28335,,321318.0,649989929.0,,cinnamea,species
Clostridium citroniae WAL-17108,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Obligate anaerobe,"Saccharolytic, fermentative",Negative,,1470.0,1351.0,1032.0,Laura Kutt,04/18/16,ModelSEED,citroniae,citroniae.json,742733.0,kb|g.27477,Clostridium citroniae WAL-17108 (742733.3),358743.0,2513237360.0,,citroniae,species
Paraprevotella clara YIT 11840,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Obligate anaerobe,"Saccharolytic, fermentative",Negative,,743.0,1946.0,1285.0,Laura Kutt,04/17/16,Kbase,clara,clara.json,762968.0,kb|g.27713,Paraprevotella clara YIT 11840 (762968.3),454154.0,,,clara,species
Clostridium clariflavum DSM 19732,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,,,,,758.0,1232.0,984.0,Laura Kutt,04/18/16,ModelSEED,clariflavum,clariflavum.json,720554.0,kb|g.27460,Clostridium clariflavum DSM 19732 (720554.3),,2507262051.0,,clariflavum,species
Bacteroides clarus YIT 12056,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,806.0,2412.0,1405.0,chenry,04/15/16,Kbase,clarus,clarus.json,762984.0,kb|g.3280,Bacteroides clarus YIT 12056 (762984.3),626929.0,651324010.0,,clarus,species
Bacillus clausii KSM-K16,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Facultative anaerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1134.0,1567.0,1136.0,Laura Kutt,04/17/16,Kbase,clausii,clausii.json,66692.0,kb|g.2880,Bacillus clausii KSM-K16 (66692.3),79880.0,637000019.0,,clausii,species
Enterobacter cloacae EcWSU1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Facultative anaerobe,"Fermentative, respiratory",Negative,,1330.0,1800.0,1225.0,Laura Kutt,04/18/16,Kbase,cloacae,cloacae.json,1045856.0,kb|g.23417,Enterobacter cloacae EcWSU1 (1045856.3),550.0,2506520035.0,,cloacae,species
Clostridium clostridioforme CM201,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Opportunistic pathogen,1278.0,1362.0,991.0,Laura Kutt,04/18/16,ModelSEED,clostridioforme,clostridioforme.json,999410.0,kb|g.32465,Clostridium clostridioforme CM201 (999410.3),1531.0,2534682205.0,,clostridioforme,species
Staphylococcus cohnii hu-01,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,1132.0,1601.0,1178.0,Laura Kutt,04/18/16,ModelSEED,cohnii,cohnii.json,1415164.0,kb|g.213837,,29382.0,,,cohnii,species
Lactobacillus coleohominis 101-4-CHN,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, fermentative or respiratory",Positive,,510.0,1058.0,841.0,Laura Kutt,04/18/16,ModelSEED,coleohominis,coleohominis.json,575594.0,kb|g.2455,Lactobacillus coleohominis 101-4-CHN (575594.3),181675.0,646206276.0,,coleohominis,species
,Bacteria,Proteobacteria,,,,,,,Negative,,,,,,,,coli,coli.json,,,,,,1.0,coli,species
Anaerotruncus colihominis DSM 17241,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,754.0,1090.0,887.0,Ines Thiele,04/20/12,Kbase,colihominis,colihominis.json,445972.0,,Anaerotruncus colihominis DSM 17241 (445972.6),169435.0,641736271.0,4.0,colihominis,species
Coprococcus comes ATCC 27758,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,735.0,1074.0,879.0,Ines Thiele,04/20/12,ModelSEED,comes,comes.json,470146.0,,Coprococcus comes ATCC 27758 (470146.3),410072.0,643886116.0,1.0,comes,species
Prevotella conceptionensis  9403948,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,524.0,988.0,824.0,chenry,04/15/16,Kbase,conceptionensis,conceptionensis.json,1197728.0,kb|g.25401,,340486.0,2551306135.0,,conceptionensis,species
Campylobacter concisus 13826,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Microaerophile/ anaerobe,"Strictly respiratory, asaccharolytic, only amino acids and TCA cycle intermediates used",Negative,Pathogen,498.0,1036.0,817.0,Eugen Bauer,09/03/14,ModelSEED,concisus,concisus.json,360104.0,,Campylobacter concisus 13826 (360104.9),199.0,640753009.0,1.0,concisus,species
Weissella confusa LBAE C39-2,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Facultative anaerobe,"Fermentative, respiratory",Negative,,604.0,1074.0,846.0,Laura Kutt,04/18/16,ModelSEED,confusa,confusa.json,1127131.0,kb|g.24438,Weissella confusa LBAE C39-2 (1127131.3),,2519103086.0,,confusa,species
,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Commensal,,,,Laura Kutt,,ModelSEED,constellatus,constellatus.json,,,,76860.0,,,constellatus,species
"Prevotella copri CB7, DSM 18205",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,1099.0,1634.0,1139.0,Ines Thiele,06/25/12,Kbase,copri,copri.json,165179.0,,Prevotella copri DSM 18205 (537011.5),165179.0,2562617166.0,3.0,copri,species
"Bacteroides coprocola M16, DSM 17136",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,652.0,2250.0,1296.0,Ines Thiele,04/20/12,Kbase,coprocola,coprocola.json,310298.0,,Bacteroides coprocola DSM 17136 (470145.6),310298.0,642791613.0,3.0,coprocola,species
Bacteroides coprophilus DSM 18228,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,672.0,2249.0,1282.0,Ines Thiele,04/20/12,ModelSEED,coprophilus,coprophilus.json,547042.0,,Bacteroides coprophilus DSM 18228 (547042.5),387090.0,643886197.0,1.0,coprophilus,species
Prevotella corporis DSM 18810,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,455.0,945.0,812.0,chenry,04/15/16,Kbase,corporis,corporis.json,1122981.0,kb|g.207237,,28128.0,,,corporis,species
Eikenella corrodens ATCC 23834,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,Facultative anaerobe,Non-fermentative,Negative,,587.0,1078.0,896.0,Laura Kutt,04/18/16,ModelSEED,corrodens,corrodens.json,546274.0,kb|g.2194,Eikenella corrodens ATCC 23834 (546274.4),539.0,,,corrodens,species
Bifidobacterium coryneforme DSM 20216,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,467.0,1077.0,854.0,chenry,04/15/16,Kbase,coryneforme,coryneforme.json,1437599.0,kb|g.244860,,1687.0,2597490194.0,,coryneforme,species
Lactobacillus coryniformis subsp. coryniformis CECT 5711,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, fermentative or respiratory",Positive,,788.0,1255.0,975.0,Laura Kutt,04/18/16,ModelSEED,coryniformis,coryniformis.json,1185325.0,kb|g.25201,,1610.0,2534681632.0,,coryniformis,species
Lactobacillus crispatus 125-2-CHN,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Commensal,519.0,747.0,637.0,Ines Thiele,06/29/12,ModelSEED,crispatus,crispatus.json,575595.0,,Lactobacillus crispatus 125-2-CHN (575595.3),47770.0,647533176.0,1.0,crispatus,species
