,Reaction,Name,ModelSEED_id,MetaNetX,KEGG_id,ecNumber,BIGG_id,Substrates,KEGG_id2,Substrate Name,Substrate SMILE
95,3HPPD,3-Hydroxypropionate Dehydrogenase,rxn01174,MNXR161,None,1.1.1.59,None,"['3hpp[c]', 'nad[c]']",R01608,"['3-hydroxypropionate', 'Nicotinamide adenine dinucleotide']","['C(CO)C(=O)[O-]', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
96,3HPPPNH,3-(3-hydroxy-phenyl)propionate hydroxylase,rxn04601,MNXR162,None,1.14.13.-,3HPPPNH,"['3hpppn[c]', 'h[c]', 'nadh[c]', 'o2[c]']",R06786,"['3-(3-hydroxy-phenyl)propionate', 'proton', 'Nicotinamide adenine dinucleotide - reduced', 'O2']","[None, '[H+]', None, 'O=O']"
97,3MEACMPtepp,"beta-glucuronidase reaction product export 3-methoxy-acetaminophen, periplasmatic",None,None,None,None,None,['3meacmp[c]'],None,['3-methoxy-acetaminophen'],['CC(=O)NC1=CC(=C(C=C1)O)OC']
98,3MEACMPtex,3-methoxy-acetaminophen diffusion extracellular to periplasm,None,None,None,None,None,['3meacmp[e]'],None,['3-methoxy-acetaminophen'],['CC(=O)NC1=CC(=C(C=C1)O)OC']
99,3MOBS,3-methyl-2-oxobutanoate synthase,rxn00902,MNXR3135,None,"2.3.3.13,4.1.3.12",IPPS; IPPSm; LEU4,"['3c3hmp[c]', 'coa[c]', 'h[c]']",R01213,"['3-Carboxy-3-hydroxy-4-methylpentanoate', 'Coenzyme A', 'proton']","['CC(C)C(CC(=O)O)(C(=O)O)O', 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', '[H+]']"
100,3OAACPR1,3-ketoacyl-ACP-reductase (FabG),None,None,None,None,None,"['3ogACPm[c]', 'h[c]', 'nadph[c]']",None,"['3-ketoglutaryl-ACP methyl ester', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
101,3OAACPR2,3-ketoacyl-ACP-reductase (FabG),None,None,None,None,None,"['3opACPm[c]', 'h[c]', 'nadph[c]']",None,"['3-ketopimeloyl-ACP methyl ester', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
102,3OAR100,3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),rxn05338,MNXR68183,None,1.1.1.100,3OAR100; HDER4; HDER4r,"['3odecACP[c]', 'h[c]', 'nadph[c]']",R04534,"['3-Oxodecanoyl-[acyl-carrier protein]', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
103,3OAR10M11,10-methyl-3-oxo-undecanoyl-ACPNADP+ oxidoreductase,rxn05422,MNXR27696,None,1.1.1.100,None,"['10m3oundecACP[c]', 'h[c]', 'nadph[c]']",None,"['10-methyl-3-oxo-undecanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
104,3OAR10M12,10-methyl-3-oxo-dodecanoyl-ACPNADP+ oxidoreductase,rxn05372,MNXR27646,None,1.1.1.100,None,"['10m3oddcaACP[c]', 'h[c]', 'nadph[c]']",None,"['10-methyl-3-oxo-dodecanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
105,3OAR11M12,11-methyl-3-oxo-dodecanoyl-ACPNADP+ oxidoreductase,rxn05397,MNXR27671,None,1.1.1.100,None,"['11m3oddcaACP[c]', 'h[c]', 'nadph[c]']",None,"['11-methyl-3-oxo-dodecanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
106,3OAR120,3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0),rxn05340,MNXR68184,None,1.1.1.100,3OAR120; HDDR5,"['3oddecACP[c]', 'h[c]', 'nadph[c]']",R04964,"['3-Oxododecanoyl-[acyl-carrier protein]', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
107,3OAR12M13,12-methyl-3-oxo-tridecanoyl-ACPNADP+ oxidoreductase,rxn05426,MNXR27700,None,1.1.1.100,None,"['12m3otridecACP[c]', 'h[c]', 'nadph[c]']",None,"['12-methyl-3-oxo-tridecanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
108,3OAR12M14,12-methyl-3-oxo-tetra-decanoyl-ACPNADP+ oxidoreductase,rxn05376,MNXR27650,None,1.1.1.100,None,"['12m3omyrsACP[c]', 'h[c]', 'nadph[c]']",None,"['12-methyl-3-oxo-tetra-decanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
109,3OAR13M14,13-methyl-3-oxo-tetra-decanoyl-ACPNADP+ oxidoreductase,rxn05401,MNXR27675,None,1.1.1.100,None,"['13m3omyrsACP[c]', 'h[c]', 'nadph[c]']",None,"['13-methyl-3-oxo-tetra-decanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
110,3OAR140,3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0),rxn05342,MNXR68185,None,1.1.1.100,3OAR140; HTDR6,"['3omrsACP[c]', 'h[c]', 'nadph[c]']",R04566,"['3-Oxotetradecanoyl-[acyl-carrier protein]', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
111,3OAR14M15,14-methyl-3-oxo-pentadecanoyl-ACPNADP+ oxidoreductase,rxn05430,MNXR27704,None,1.1.1.100,None,"['14m3opentdecACP[c]', 'h[c]', 'nadph[c]']",None,"['14-methyl-3-oxo-pentadecanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
112,3OAR14M16,14-methyl-3-oxo-hexa-decanoyl-ACPNADP+ oxidoreductase,rxn05380,MNXR27654,None,1.1.1.100,None,"['14m3opalmACP[c]', 'h[c]', 'nadph[c]']",None,"['14-methyl-3-oxo-hexa-decanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
113,3OAR15M16,15-methyl-3-oxo-hexa-decanoyl-ACPNADP+ oxidoreductase,rxn05405,MNXR27679,None,1.1.1.100,None,"['15m3opalmACP[c]', 'h[c]', 'nadph[c]']",None,"['15-methyl-3-oxo-hexa-decanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
114,3OAR160,3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0),rxn05336,MNXR68186,None,1.1.1.100,3OAR160; HHDR7,"['3opalmACP[c]', 'h[c]', 'nadph[c]']",R04543,"['3-Oxohexadecanoyl-[acyl-carrier protein]', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
115,3OAR180,3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0),rxn05461,MNXR27735,None,1.1.1.100,None,"['3ooctdACP[c]', 'h[c]', 'nadph[c]']",None,"['3-Oxooctadecanoyl-[acyl-carrier protein]', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
116,3OAR40,3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),rxn05339,MNXR74285,None,1.1.1.100,HBUR1,"['actACP[c]', 'h[c]', 'nadph[c]']",R04533,"['Acetoacetyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
117,3OAR4M5,4-methyl-3-oxo-pentanoyl-ACPNADP+ oxidoreductase,rxn05410,MNXR27684,None,1.1.1.100,None,"['4m3opentACP[c]', 'h[c]', 'nadph[c]']",None,"['4-methyl-3-oxo-pentanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
118,3OAR4M6,4-methyl-3-oxo-hexanoyl-ACPNADP+ oxidoreductase,rxn05360,MNXR27634,None,1.1.1.100,None,"['4m3ohexACP[c]', 'h[c]', 'nadph[c]']",None,"['4-methyl-3-oxo-hexanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
119,3OAR5M6,5-methyl-3-oxo-hexanoyl-ACPNADP+ oxidoreductase,rxn05385,MNXR27659,None,1.1.1.100,None,"['5m3ohexACP[c]', 'h[c]', 'nadph[c]']",None,"['5-methyl-3-oxo-hexanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
120,3OAR60,3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0),rxn05337,MNXR68190,None,1.1.1.100,3OAR60; HHYR2,"['3ohexACP[c]', 'h[c]', 'nadph[c]']",R04953,"['3-Oxohexanoyl-[acyl-carrier protein]', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
121,3OAR6M7,6-methyl-3-oxo-heptanoyl-ACPNADP+ oxidoreductase,rxn05414,MNXR27688,None,1.1.1.100,None,"['6m3oheptACP[c]', 'h[c]', 'nadph[c]']",None,"['6-methyl-3-oxo-heptanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
122,3OAR6M8,6-methyl-3-oxo-octanoyl-ACPNADP+ oxidoreductase,rxn05364,MNXR27638,None,1.1.1.100,None,"['6m3oocACP[c]', 'h[c]', 'nadph[c]']",None,"['6-methyl-3-oxo-octanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
123,3OAR7M8,7-methyl-3-oxo-octanoyl-ACPNADP+ oxidoreductase,rxn05389,MNXR27663,None,1.1.1.100,None,"['7m3oocACP[c]', 'h[c]', 'nadph[c]']",None,"['7-methyl-3-oxo-octanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
124,3OAR80,3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0),rxn05341,MNXR68191,None,1.1.1.100,3OAR80; HOCR3,"['3ooctACP[c]', 'h[c]', 'nadph[c]']",R04536,"['3-Oxooctanoyl-[acyl-carrier protein]', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
125,3OAR8M10,8-methyl-3-oxo-decanoyl-ACPNADP+ oxidoreductase,rxn05368,MNXR27642,None,1.1.1.100,None,"['8m3odcaACP[c]', 'h[c]', 'nadph[c]']",None,"['8-methyl-3-oxo-decanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
126,3OAR8M9,8-methyl-3-oxo-nonanoyl-ACPNADP+ oxidoreductase,rxn05418,MNXR27692,None,1.1.1.100,None,"['8m3ononACP[c]', 'h[c]', 'nadph[c]']",None,"['8-methyl-3-oxo-nonanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
127,3OAR9M10,9-methyl-3-oxo-decanoyl-ACPNADP+ oxidoreductase,rxn05393,MNXR27667,None,1.1.1.100,None,"['9m3odcaACP[c]', 'h[c]', 'nadph[c]']",None,"['9-methyl-3-oxo-decanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
128,3OAS100,3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0),rxn05343,MNXR81380,None,2.3.1.41,3OAS100; CEM1_4; FAS2_4_1; MCMAT4,"['h[c]', 'malACP[c]', 'ocACP[c]']",R04960,"['proton', 'Malonyl-[acyl-carrier protein]', 'Octanoyl-ACP (n-C8:0ACP)']","['[H+]', None, None]"
129,3OAS10M11,10-methyl-undecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05425,MNXR47572,None,2.3.1.41,None,"['10mundecACP[c]', 'h[c]', 'malACP[c]']",None,"['10-methyl-undecanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
130,3OAS10M12,10-methyl-dodecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05375,MNXR47558,None,2.3.1.41,None,"['10mddcaACP[c]', 'h[c]', 'malACP[c]']",None,"['10-methyl-dodecanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
131,3OAS11M12,11-methyl-dodecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05400,MNXR47565,None,2.3.1.41,None,"['11mddcaACP[c]', 'h[c]', 'malACP[c]']",None,"['11-methyl-dodecanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
132,3OAS120,3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0),rxn05348,MNXR81381,None,2.3.1.41,3OAS120; CEM1_5; FAS2_5_1; MCMAT5,"['dcaACP[c]', 'h[c]', 'malACP[c]']",R04963,"['Decanoyl-ACP (n-C10:0ACP)', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
133,3OAS12M13,12-methyl-tridecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05429,MNXR47573,None,2.3.1.41,None,"['12mtridecACP[c]', 'h[c]', 'malACP[c]']",None,"['12-methyl-tridecanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
134,3OAS12M14,12-methyl-tetra-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05379,MNXR47559,None,2.3.1.41,None,"['12mmyrsACP[c]', 'h[c]', 'malACP[c]']",None,"['12-methyl-tetra-decanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
135,3OAS13M14,13-methyl-tetra-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05404,MNXR47566,None,2.3.1.41,None,"['13mmyrsACP[c]', 'h[c]', 'malACP[c]']",None,"['13-methyl-tetra-decanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
136,3OAS140,3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0),rxn05345,MNXR81382,None,2.3.1.41,3OAS140; CEM1_6; FAS2_6_1; MCMAT6,"['ddcaACP[c]', 'h[c]', 'malACP[c]']",R04726,"['Dodecanoyl-ACP (n-C12:0ACP)', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
137,3OAS160,3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0),rxn05344,MNXR81383,None,2.3.1.41,CEM1_7; FAS2_7_1; MCMAT7,"['h[c]', 'malACP[c]', 'myrsACP[c]']",R04968,"['proton', 'Malonyl-[acyl-carrier protein]', 'Myristoyl-ACP (n-C14:0ACP)']","['[H+]', None, None]"
138,3OAS180,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0),rxn05460,MNXR79893,None,2.3.1.41,None,"['h[c]', 'malACP[c]', 'palmACP[c]']",None,"['proton', 'Malonyl-[acyl-carrier protein]', 'Palmitoyl-ACP (n-C16:0ACP)']","['[H+]', None, None]"
139,3OAS2M3,2-methylpropionyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05409,MNXR47568,None,2.3.1.41,None,"['2mpropACP[c]', 'h[c]', 'malACP[c]']",None,"['2-methylpropionyl-ACP,isobutyryl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
140,3OAS3M4,3-methylbutanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05384,MNXR47561,None,2.3.1.41,None,"['3mbutACP[c]', 'h[c]', 'malACP[c]']",None,"['3-methylbutanoyl-ACP,isovaleryl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
141,3OAS4M3O6,4-methyl-3-oxo-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05359,MNXR47554,None,2.3.1.41,None,"['2mbutACP[c]', 'h[c]', 'malACP[c]']",None,"['2-methylbutanoyl-ACP,2-methylbutyryl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
142,3OAS4M5,4-methyl-pentanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05413,MNXR47569,None,2.3.1.41,None,"['4mpentACP[c]', 'h[c]', 'malACP[c]']",None,"['4-methyl-pentanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
143,3OAS4M6,4-methyl-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05363,MNXR47555,None,2.3.1.41,None,"['4mhexACP[c]', 'h[c]', 'malACP[c]']",None,"['4-methyl-hexanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
144,3OAS5M6,5-methyl-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05388,MNXR47562,None,2.3.1.41,None,"['5mhexACP[c]', 'h[c]', 'malACP[c]']",None,"['5-methyl-hexanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
145,3OAS60,3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0),rxn05346,MNXR81385,None,2.3.1.41,3OAS60; CEM1_2; FAS2_2_1; MCMAT2,"['butACP[c]', 'h[c]', 'malACP[c]']",R04952,"['Butyryl-ACP (n-C4:0ACP)', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
146,3OAS6M7,6-methyl-heptanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05417,MNXR47570,None,2.3.1.41,None,"['6mheptACP[c]', 'h[c]', 'malACP[c]']",None,"['6-methyl-heptanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
147,3OAS6M8,6-methyl-octanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05367,MNXR47556,None,2.3.1.41,None,"['6mocACP[c]', 'h[c]', 'malACP[c]']",None,"['6-methyl-octanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
148,3OAS7M8,7-methyl-octanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05392,MNXR47563,None,2.3.1.41,None,"['7mocACP[c]', 'h[c]', 'malACP[c]']",None,"['7-methyl-octanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
149,3OAS80,3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0),rxn05350,MNXR81386,None,2.3.1.41,3OAS80; CEM1_3; FAS2_3_1; MCMAT3,"['h[c]', 'hexACP[c]', 'malACP[c]']",R04957,"['proton', 'Hexanoyl-ACP (n-C6:0ACP)', 'Malonyl-[acyl-carrier protein]']","['[H+]', None, None]"
150,3OAS8M10,8-methyl-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05371,MNXR47557,None,2.3.1.41,None,"['8mdcaACP[c]', 'h[c]', 'malACP[c]']",None,"['8-methyl-decanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
151,3OAS8M9,8-methyl-nonanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05421,MNXR47571,None,2.3.1.41,None,"['8mnonACP[c]', 'h[c]', 'malACP[c]']",None,"['8-methyl-nonanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
152,3OAS9M10,9-methyl-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),rxn05396,MNXR47564,None,2.3.1.41,None,"['9mdcaACP[c]', 'h[c]', 'malACP[c]']",None,"['9-methyl-decanoyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
153,3OH_CBZ_GLC_GLCAASE,3-Hydroxy Carbamazepine Glucuronide beta-glucuronidase,None,None,None,None,None,"['3oh_cbz_glc[c]', 'h2o[c]']",None,"['3-Hydroxy Carbamazepine Glucuronide', 'Water']","[None, 'O']"
154,3OH_CBZ_GLCt2pp,"Glucuronate transport in via proton symport 3-Hydroxy Carbamazepine Glucuronide, periplasmatic",None,None,None,None,None,"['3oh_cbz_glc[p]', 'h[p]']",None,"['3-Hydroxy Carbamazepine Glucuronide', 'proton']","[None, '[H+]']"
155,3OH_CBZ_GLCtex,3-Hydroxy Carbamazepine Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['3oh_cbz_glc[e]'],None,['3-Hydroxy Carbamazepine Glucuronide'],[None]
156,3OH_CBZtepp,"beta-glucuronidase reaction product export 3-Hydroxycarbamazepine, periplasmatic",None,None,None,None,None,['3oh_cbz[c]'],None,['3-Hydroxycarbamazepine'],['C1=CC=C2C(=C1)C=CC3=C(N2C(=O)N)C=C(C=C3)O']
157,3OH_CBZtex,3-Hydroxycarbamazepine diffusion extracellular to periplasm,None,None,None,None,None,['3oh_cbz[e]'],None,['3-Hydroxycarbamazepine'],['C1=CC=C2C(=C1)C=CC3=C(N2C(=O)N)C=C(C=C3)O']
158,3OH_DLOR_GLC_GLCAASE,3-Hydroxydesloratadine Glucuronide beta-glucuronidase,None,None,None,None,None,"['3oh_dlor_glc[c]', 'h2o[c]']",None,"['3-Hydroxydesloratadine Glucuronide', 'Water']","[None, 'O']"
159,3OH_DLOR_GLCt2pp,"Glucuronate transport in via proton symport 3-Hydroxydesloratadine Glucuronide, periplasmatic",None,None,None,None,None,"['3oh_dlor_glc[p]', 'h[p]']",None,"['3-Hydroxydesloratadine Glucuronide', 'proton']","[None, '[H+]']"
